user,text
amarinacci2,"@JoeBiden @ewarren Yep! Stealing Bernie’s Grass Roots slogan, Trump’s MAGA, turned to Brjng Back Better... how abou… https://t.co/t111y0zR0J"
WashLightning,@JoeBiden @ewarren Big tech Censorship is helping to spread covid and killing people
PaulRepo,@JoeBiden @ewarren https://t.co/QAa1A2A39d
DaveStonesifer_,"@JoeBiden ""Enforce the law faithfully""?  What about about all the #liberal and #democrat run cities turning their b… https://t.co/y6mN5Mb9N6"
mauitutu,@JoeBiden This isn’t crime fighting. It’s more police brutality. https://t.co/0E8VxCNgiT
richlandsman,@JoeBiden Winning by all legal means.
WhiskeyBurbon,@JoeBiden A real black man. https://t.co/gewNv5Xrqg
hisdee,"@JoeBiden I think you meant to say, ""we need Governors &amp; Mayors who will enforce the law faithfully so a president doesn't need to"""
LADYBOSSHEAVEN7,@JoeBiden We need trump... A president with out dementia
debigroves61,@JoeBiden Is he really authorizing post offices to delay or close before election so our mail in ballots don’t get… https://t.co/dQQ7PxHI2E
Katarin00829406,@JoeBiden You democrats are the ones tearing us part
lucascontable,@JoeBiden Is pedofilo https://t.co/WMWWVtZAql
Nina2_USA,"@JoeBiden President is not tearing the country apart, it is hate filled liberals who are using unsuspecting minorit… https://t.co/K00N1qID3o"
Gjk10524899,@JoeBiden Trump will destroy America as much as possible b4 the Nov 2020 Election...Believe it! https://t.co/eLNXYJW9wt
SoCalBohoGal,@JoeBiden We have one.
JohnLum66538722,@JoeBiden That’s why we’ll elect Donald J Trump! The reason he won his first term is that America was sick of the w… https://t.co/695g1VuPHo
warriorsmindset,@JoeBiden We know that’s not you joe.
CCCBlair,@JoeBiden https://t.co/U1yuHfC4fd
151_gene,@JoeBiden #bidenracist https://t.co/82X2vFNt57
PlainOlJordy,@JoeBiden Joe do you support defunding the police?  Yes or No  Joe will you ban fracking in the US?  Yes or No
Ajaxbass2,@JoeBiden https://t.co/v8XOmBYAsM
VivekKu19547685,@JoeBiden Can you do same to china as @realDonaldTrump  is doing
yogii77,@JoeBiden #letherdebate #JoJorgensen2020  The ONLY candidate trying to heal the country. https://t.co/Gmjw560Upz
RichRutherford6,@JoeBiden Well what would you do about this lawlessness happening in the streets?
JamesPTapscott,"@JoeBiden Yep, we sure do.  You and Obama tore America apart enough to last generations... TRUMP 2020"
LiberalsrL,@JoeBiden BIDENS HANDLERS😂🤣😂🤣😂🤣  https://t.co/1dRWB18JIV
Randymfng,@JoeBiden https://t.co/YR2kR6kdUP
reagan80mom1,@JoeBiden We needed that when we voted for Obama/Biden. We got condescension. Race- baiting. Divisiveness. He creat… https://t.co/D6gjpPZ7W0
PChoruzy,@JoeBiden 😢
Mike_NKY1,@JoeBiden We have a president that doesn’t let foreign interest take our manufacturing industry away from the middl… https://t.co/snVmb3ADYk
Lihoyin11,"@JoeBiden unfortunately, you ain't the one who will bring us together https://t.co/9SO2GNCSXV"
JCD51812921,"@JoeBiden We don't need a silly old duffer like you, that's for sure."
Natephant,@JoeBiden So not you then?
Jess_The_Facts,@JoeBiden @JoeBiden Is this YOU under the mask??? https://t.co/JNQ2oCuqeN
EatYrselfFitter,@JoeBiden trying to imagine having the balls to come out and imply you're some kind of great choice instead of the… https://t.co/DUM4s93Bho
thylacine313,"@JoeBiden You're failing there. Jesus. Trumpvirus, hit home about Family members lost. Golden Ticket. Everyone know… https://t.co/pz9UuizAeF"
Roland23513753,@JoeBiden So you agre we need enforce the law?or not ? As you said this should not be political it's enforce the la… https://t.co/2RfhooOmp7
Roland23513753,@JoeBiden Enforce the law?am confused agree with you but confused . Right to protest is accepted by law?both must a… https://t.co/FJEcEijUM7
rpcsas,@JoeBiden Donald has daddy issues! https://t.co/oYyfrRXsYO
NKryptonian,@JoeBiden Well someone needs to do the hard work while the dems hides in the basements or marching with domestic terrorists
JTjataw,@JoeBiden The law? What do you know about the law?
Tresor27506579,@JoeBiden Bring together in socialism..defund police..open borders..high taxes?...which one?
jeananthony3897,@JoeBiden https://t.co/2KPEwkj8Y1
billual,@JoeBiden Joe couldn't sleep guilty conscience
FogKino,@JoeBiden Exactly. That's why we're voting for Trump.
D4everplay,"@JoeBiden Donald J Trump is acting like he is the dictator of the Soviet union, sending out agents like sending out KGB spies"
ChrisFaircloug5,@JoeBiden Hey Joe how's things with Ukraine going
jasonwolff230,@JoeBiden https://t.co/o0ghBebtZm
iamknucklehead1,"@JoeBiden Who do you have in mind, Joe - because it ain't you."
ZDakao,@JoeBiden https://t.co/i29odeOFu4 https://t.co/2MYGlqyp0k
MilitusAeturnum,"@JoeBiden No, we need a POTUS who will restore law and order and not hide in his basement."
commonsense1229,@JoeBiden He's doing great. Law and order.
ChrisHa70950370,@JoeBiden https://t.co/U4f0y4b3WS
mraybean,@JoeBiden Yes we do. Vote Jorgensen! https://t.co/BAmdjNfIZk
ariananalex,@JoeBiden #VicePresidentBass
ariananalex,@JoeBiden PICK KAREN BASS #karenBass
ariananalex,@JoeBiden PLEASE PICK @KarenBassTweets
ChrisHa70950370,@JoeBiden https://t.co/pZ7h3JOPb8
MartenBrinkman,"@JoeBiden I hope, and I guess the majority of the world does, that you win this election, but please stop bashing T… https://t.co/E4qGrratHN"
IanByron11,"@JoeBiden We need a plan in place now for when the current madman loses the election. More serious damage between Nov and Jan,"
joshuan71774047,@JoeBiden That President is Trump not Biden
Nuvey727,@JoeBiden Got anybody in mind?
CoreyLord3,@JoeBiden This country needs you Biden. But make sure you keep calm as emotions have a tendency to break lose. All… https://t.co/Zatd0utnb7
LouisPe62520045,@JoeBiden Imagine if the MeToo movement helped the girl excusing you of rape instead of abandoning her because of t… https://t.co/FK2HpxSCBu
CVELIUSRUFUS,@JoeBiden Well it certainly isn’t you puppet Joe.
Killer7566,@JoeBiden Correct remember when 44 forced ObamaCare down our throats. If we didn’t obey we were taxed. Selective memory on your part.
ladynurse1974,@JoeBiden @nancy091013 We also need leader who put America first. Why in the hell did you and Obama not scream with… https://t.co/3IXaqsZP2Z
PaulSteveSamuel,@JoeBiden @vicky8651 America needs not-trump.
TrumpFan1972,@JoeBiden The fact that you are against keeping people safe tells us all what you are really about
qinkuese,@JoeBiden We need a president who will stop the pandemic which was sent in by China.
onlyascing,@JoeBiden Can you summon up a bit of anger or very righteous indignation in your tone cause it's about that time.
LegionDecency,@JoeBiden Don't retweet bullshit headlines like this.
craig_kinder07,"@JoeBiden I think we will keep the one that knows where he’s at, what state he’s in, what planet he’s on, and the d… https://t.co/vtfLukACE7"
Robert4LMAD,"@JoeBiden As President Trump would say,... Whatever!  Sleepy Creepy Quid Pro Joe, you are so done!!!"
sdlatino63,@JoeBiden You will never be president
OklahomaPatrio1,@JoeBiden @amparonakagawa1 We need a president who will appoint a special prosecutor to provide truth and reconcili… https://t.co/Zz4uDQFI7v
doohansenmd111,@JoeBiden I swear to God if you pull this “we must all unite” crap after the election. We need PROSECUTIONS! Don’t… https://t.co/cV6OiC9NoU
douglaswthistle,@JoeBiden Do you know of one?
KaryAnthony2,"@JoeBiden Tell your democratic colleagues that, lmao. All they do is spew lies &amp; hate , act like disrespectful dege… https://t.co/Zl4F7l1S4O"
leisviews,@JoeBiden Joe Biden doesn’t write these tweets
Jabanker,"@JoeBiden Joe Biden said, African-Americans who can't decide whether to vote for him or President Trump ""ain't black."""
Dragonhighking1,@JoeBiden We need a president that doesn't hide in basements or isn't afraid to debate..
jobuckrick,@JoeBiden @PeteButtigieg That's not you.
npc8765309,@JoeBiden Fingers McChildSniffer thinks Americans want to be brought together with Antifa scum? Isn't that right Fi… https://t.co/SAuZmjf0tE
imarwnjtroll,@JoeBiden @davidmweissman But I'd just settle for a real president.
tculjis1,@JoeBiden Yes Joe!!!!   ❤️
aaronyo48611348,@JoeBiden well that leaves you out sleepy Joe.
timgiggity,@JoeBiden Who is writing your tweets? Because I’m pretty sure you can’t form a complete sentence at this point! Eit… https://t.co/5OKN0vlRM8
TheDaftySage,"@JoeBiden Seriously. Drop this stronger together crap. Hillary tried it in 2016 and failed miserably. No, we need t… https://t.co/UbtigV1ZRp"
JLegendaro,@JoeBiden Was that woman holding your arm a nurse or handler? You looked and sounded high! Did you know where you were? Where was your mask?
admiralchewie,@JoeBiden We will. His name is Trump
reK_Syhre,"@JoeBiden So we need a president who isn’t Joe “I don’t want my kids growing up in a racial jungle” Biden, got it."
mikeyb_mn,"@JoeBiden So in other words, you want cities ro remain mired in chaos while your handlers virtue signal?"
ii_cantu,"@JoeBiden So basically Joe is saying there is no need to crack down on crime, that a President should just ignore i… https://t.co/GfGPjLxYpG"
DavidTechGeek2,@JoeBiden Black VP!
giantsquidrank,@JoeBiden We need a President willing to issue Hazmat suits ✔️ https://t.co/tT2sEvdFJh
BritishRep,"@JoeBiden It’s so obvious you don’t even write your own tweets. It’s pathetic, you need to retire from politics."
nico_thorenz,"@JoeBiden Those are three major cities in swing states, what a coincidence..."
Roberto91312614,@JoeBiden Now do immigration law.
concision2020,@JoeBiden Unite our nation against racism by Declaring the KKK a terrorist organization.
tommywalton20,@JoeBiden Is this the real Joe Biden?
PocketPatriot11,@JoeBiden Sleeping Joe Dreaming https://t.co/LuND3tMyHY
Smokey7772,@JoeBiden Trump is Putin's  Lowercase b. https://t.co/67MqiVfDP3
Lewisg57266254,@JoeBiden Enforce the law faithfully what a joke as democrats let anarchists burn down their cities &amp; you also supp… https://t.co/i0FLjzB1er
RJahelka,@JoeBiden Enforce the law faithfully? Are you fucking kidding? Like Democrats are doing in Portland and Seattle? It… https://t.co/FXiKEeN9YK
GreenRealDeal1,@JoeBiden It would help immensely if Democrats would stop destroying our cities.
DonIrvine,@JoeBiden I guess you side with the mayors and governors who are standing idly by while federal buildings are being… https://t.co/qwYz5t7yxm
IssaMia4,@JoeBiden Enforce the law? Ur planning on defunding the police. You need to stop the charade. You are too old for t… https://t.co/020wacLcia
pocketsronny,@JoeBiden Tearing this country apart 😂😂 ya okay. @JoeBiden who ever you are running this account is quite funny. Pe… https://t.co/msaqUptS3z
PlainOlJordy,@JoeBiden Joe do you support the 2nd Amend as our Forefathers intended?  Yes or No
PlainOlJordy,@JoeBiden Joe will you allow my cows to fart?  Yes or No
PlainOlJordy,@JoeBiden Joe do you support leveling the Trade Deficit with China?  Yes or No
PlainOlJordy,@JoeBiden Joe will you support Late Term Abortions?  Yes or No
BocaOrganics,"@JoeBiden The Dictator, has his private army. He has a Corrupt Attorney General, who legally. Implements his racist… https://t.co/DmM2hkdPnV"
PlainOlJordy,@JoeBiden Will you raise Taxes?  Yes or No
PlainOlJordy,@JoeBiden Joe will you have Single Payer Healthcare?  Yes or No
aboqais5000,@JoeBiden Yes you want to  unify with mobs criminal . You are tearing the country apart. I am referring to one who… https://t.co/NpqUjdNF5k
PlainOlJordy,@JoeBiden Joe will you have Open Borders?  Yes or No
stephencranford,@JoeBiden We DO NOT need a President that SPYs 🕵🏼 on his political candidates and one that ACTUALLY commits treason… https://t.co/GvYZyUtWrv
nogto68,"@JoeBiden Oh like Nobama did, I’ll stick with Trump instead of racist Joe"
TheCommonSenseG,@JoeBiden Is your attention span long enough to do anything other than sniff little kids hair? Can't wait to hear w… https://t.co/96CTtkNEk6
Zekeizme1,@JoeBiden Biden/ Rice 2020 ... Anybody else may get you rejected.
DanAndr01130932,@JoeBiden That’s not you pajama boy
216Woke,@JoeBiden We have one. His name is Donald J. Trump and he’s doing a fabulous job! #Trump2020 https://t.co/lBbZZV18x5
How9876543210,"@JoeBiden Enforce the law? You support organizations that are burning down our cities, ignoring the laws of our lan… https://t.co/URHgPsfh58"
JGS5019,@JoeBiden @EDBRSB democrats been dividing America for 12 years now
JamesEd93825754,"@JoeBiden Show me one tweet, or one interview, where you ACTUALLY condemn the MADNESS @JoeBiden !!  You can't, beca… https://t.co/OtohKtDb0W"
jofh5,@JoeBiden @SpeakerPelosi @RepAdamSchiff @RepJerryNadler We need competetent moral leadership NOW! 45 &amp; Barr are wor… https://t.co/KSWSrTlm2p
HammockRicky,@JoeBiden How many kids you sniffed lately #CreepyJoeBiden #CreepyUncleJoe #JoeBidenIsARapist #JoeBidenIsARacist… https://t.co/Qw3UxXJHIk
HammockRicky,@JoeBiden https://t.co/lHkHjUh45U
LadyStardust518,@JoeBiden Who typed this for you?
FreeMikeLive,@JoeBiden Of course you’ll side with rioters. You have no spine to protect the livelihood of minorities being impacted by the riots.
JimmieDemler,@JoeBiden ....and yet you are too far gone upstairs to see you would completely finish us off.
Rodgersneighbor,"@JoeBiden Practice forming a complete cohearant sentence first, then we can discuss how after 50yrs in Washington y… https://t.co/T0KcUrfdrp"
ZDakao,@JoeBiden https://t.co/CUgiEMd7XU
JFCargo,@JoeBiden I agree.  That's why I won't be voting for you or Trump.  #JoJo2020
ZDakao,@JoeBiden https://t.co/QPpa35MKBO https://t.co/92rJ65DJ0X
bama14rtr,@JoeBiden We need a president who knows what year it is. And where he’s at
WriterBLAlley,@JoeBiden Hans Gruber planned to blow up the Nakatomi building with the people inside to cover his escape with the company assets he stole.
Jellypecker,@JoeBiden https://t.co/F4Ciw1KDHO
duffy32165,@JoeBiden BTW it is 2020 not 2022 @davidaxelrod
Jason09752877,@JoeBiden U got this VP Biden 🇺🇸💯🇺🇸❤️❤️🇺🇸 #RidinWithBiden
snment19,@JoeBiden what are u talking about?! you literally run to twitter every time trump sneezes to scream the sky is fal… https://t.co/yYAnFmRcrc
jbee193,"@JoeBiden We need a guy who doesn’t know where he is, what he’s saying or who is being selected for his running mat… https://t.co/BQ7vooQJbc"
America32263716,@JoeBiden It’s definitely not the Democratic Party.
NEVERBOW,@JoeBiden Do you plan on campaigning anywhere other than Delaware ? Maybe take a question from a real reporter not… https://t.co/8WoewsaG6Q
VVoble,@JoeBiden Obama for VP?🤔
Frostiken1,@JoeBiden We need a raging fire to finally burn out the deadwood. The reason there is a fire in the first place is… https://t.co/A0kHRHx3H9
ReginaldPending,@JoeBiden Do you calm the waters by lying so much you are forced out of a presidential primary? Or was that a one time thing?
briandlambert75,@JoeBiden So there is a fire 🔥?
